Reaction,temperature,pressure,M,k,ln_unc_k,W,Ref,
CH3 + OH <=>*,298,29.9,0,7.53E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8704",
CH3 + OH <=>*,355,29.9,0,6.50E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8705",
CH3 + OH <=>*,414,29.9,0,6.93E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8706",
CH3 + OH <=>*,555,29.9,0,6.50E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8707",
CH3 + OH <=>*,626,29.9,0,3.71E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8708",
CH3 + OH <=>*,669,29.9,0,3.56E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8709",
CH3 + OH <=>*,417,29.9,0,5.43E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8710",
CH3 + OH <=>*,294,101,0,7.17E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8711",
CH3 + OH <=>*,414,101,0,4.69E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8712",
CH3 + OH <=>*,555,101,0,4.63E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8713",
CH3 + OH <=>*,626,101,0,6.69E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8714",
CH3 + OH <=>*,669,101,0,5.11E+13,0.693147181,1.00E-10,"M. Sangwan, E.N. Chesnokov, L.N. Krasnoperov. Reaction CH3 + OH Studied over the 294_714 K Temperature and 1_100 bar Pressure Ranges. Journal of Physical Chemistry A 116 (2012) 8661_8715",
C2H6 <=> 2 CH3,2165.034168,0.197368421,1,89456.70617,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2113.758915,0.197368421,1,78068.01165,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2051.986356,0.197368421,1,58001.71837,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2039.154268,0.197368421,1,60196.31311,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2018.172558,0.197368421,1,58724.21287,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1927.291311,0.197368421,1,28997.83614,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1890.243902,0.197368421,1,22920.02325,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1827.050939,0.197368421,1,14319.04251,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1799.194567,0.197368421,1,11746.06698,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1763.738284,0.197368421,1,8305.290711,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1727.636048,0.197368421,1,5658.328693,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1714.457703,0.197368421,1,6812.920691,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1690.914319,0.197368421,1,5124.805877,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2077.96748,0.197368421,1,70706.99259,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2069.247361,0.197368421,1,64837.7532,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1999.210319,0.197368421,1,38549.74462,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1922.365729,0.197368421,1,23494.58304,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1894.034643,0.197368421,1,17673.0631,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1864.051459,0.197368421,1,16407.92882,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1813.574949,0.197368421,1,12968.90252,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2126.193661,0.092105263,1,57288.11284,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2114.085787,0.092105263,1,47579.44314,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2052.271294,0.092105263,1,36687.33193,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2003.399815,0.092105263,1,32415.49726,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1949.122638,0.092105263,1,23787.24173,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1928.807246,0.092105263,1,18341.75382,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1873.676564,0.092105263,1,12968.90252,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1825.038714,0.092105263,1,8513.487974,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1983.928021,0.460526316,1,82031.09232,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1915.712034,0.460526316,1,48172.11328,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1896.024465,0.460526316,1,41522.12484,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1880.312491,0.460526316,1,37607.01101,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1824.539394,0.460526316,1,23494.58304,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1782.712733,0.460526316,1,15045.94101,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1745.809788,0.460526316,1,10905.21943,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1682.149844,0.460526316,1,5872.421287,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1615.943121,0.460526316,1,2378.724173,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1610.541383,0.460526316,1,3009.501913,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1540.00828,0.460526316,1,1219.049962,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1847.251452,0.723684211,1,36235.96112,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1827.802085,0.723684211,1,31233.71592,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1814.339132,0.723684211,1,26922.01283,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1776.111938,0.723684211,1,20251.23964,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1716.24951,0.723684211,1,11041.05956,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1700.478886,0.723684211,1,8513.487974,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1671.572808,0.723684211,1,6729.100107,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1626.468935,0.723684211,1,4000.834049,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1597.51801,0.723684211,1,2292.002325,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,2032.605544,0.131578947,1,26590.78648,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1922.507655,0.131578947,1,18116.09194,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1487.943316,1.618421053,1,771.0752693,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1434.43225,1.618421053,1,395.1611071,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1421.360435,1.618421053,1,279.4065347,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1713.147161,1.618421053,1,13968.87047,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1589.549506,1.618421053,1,3854.974462,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
C2H6 <=> 2 CH3,1859.955715,1.618421053,1,48772.16597,0.693,0.131306433,"""J.H. Kiefer, S. Santhanam, N.K. Srinivasan, R.S. Tranter, S.J. Klippenstein, M.A. Oehlschlaeger. Dissociation, relaxation, and incubation in the high-temperature pyrolysis of ethane, and a successful RRKM modeling. Proceedings of the Combustion Institute 30 (2005) """,G
